sample_id,model,generation,batch,problem_key,analyzed,parsed_ok,total_errors,has_cwe,num_cwe_types,cwe_list,error_count,warning_count,style_count,performance_count,portability_count
qwen/gen_2/00002_2/0181_p00878_Origami_Through-Hole,qwen,gen_2,00002_2,p00878 origami through hole,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0189_p02033_Arrow,qwen,gen_2,00002_2,p02033 arrow,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0087_p02709_AtCoder_Beginner_Contest_163_-_Active_Infants,qwen,gen_2,00002_2,p02709 atcoder beginner contest 163 active infants,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0060_325_D._Reclamation,qwen,gen_2,00002_2,325 d reclamation,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_2/00002_2/0108_p02216_Array_Game,qwen,gen_2,00002_2,p02216 array game,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0093_p03893_CODE_FESTIVAL_2016_Relay__Parallel__-_Trichotomy,qwen,gen_2,00002_2,p03893 code festival 2016 relay parallel trichotomy,1,1,1,1,1,563,0,0,1,0,0
qwen/gen_2/00002_2/0028_p01991_Namo.._Cut,qwen,gen_2,00002_2,p01991 namo cut,1,1,8,1,2,563|664,1,0,7,0,0
qwen/gen_2/00002_2/0033_1031_B._Curiosity_Has_No_Limits,qwen,gen_2,00002_2,1031 b curiosity has no limits,1,1,1,1,1,571,0,0,1,0,0
qwen/gen_2/00002_2/0179_p00602_Fibonacci_Sets,qwen,gen_2,00002_2,p00602 fibonacci sets,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0081_887_B._Cubes_for_Masha,qwen,gen_2,00002_2,887 b cubes for masha,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_2/00002_2/0144_436_D._Pudding_Monsters,qwen,gen_2,00002_2,436 d pudding monsters,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0080_840_B._Leha_and_another_game_about_graph,qwen,gen_2,00002_2,840 b leha and another game about graph,1,1,3,1,2,398|563,0,0,3,0,0
qwen/gen_2/00002_2/0095_p00131_Doctor_s_Strange_Particles,qwen,gen_2,00002_2,p00131 doctor s strange particles,1,1,1,1,1,563,0,0,1,0,0
qwen/gen_2/00002_2/0173_p03363_AtCoder_Grand_Contest_023_-_Zero-Sum_Ranges,qwen,gen_2,00002_2,p03363 atcoder grand contest 023 zero sum ranges,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0216_1523_B._Lord_of_the_Values,qwen,gen_2,00002_2,1523 b lord of the values,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0199_1139_C._Edgy_Trees,qwen,gen_2,00002_2,1139 c edgy trees,1,1,6,1,3,398|563|570,0,0,6,0,0
qwen/gen_2/00002_2/0252_p03069_Tenka1_Programmer_Beginner_Contest_2019_-_Stones,qwen,gen_2,00002_2,p03069 tenka1 programmer beginner contest 2019 stones,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0041_121_C._Lucky_Permutation,qwen,gen_2,00002_2,121 c lucky permutation,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0176_p03839_AtCoder_Grand_Contest_008_-_Contiguous_Repainting,qwen,gen_2,00002_2,p03839 atcoder grand contest 008 contiguous repainting,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0167_99_B._Help_Chef_Gerasim,qwen,gen_2,00002_2,99 b help chef gerasim,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0202_1198_A._MP3,qwen,gen_2,00002_2,1198 a mp3,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0002_870_A._Search_for_Pretty_Integers,qwen,gen_2,00002_2,870 a search for pretty integers,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_2/00002_2/0046_1329_D._Dreamoon_Likes_Strings,qwen,gen_2,00002_2,1329 d dreamoon likes strings,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0140_341_D._Iahub_and_Xors,qwen,gen_2,00002_2,341 d iahub and xors,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0029_p02137_Special_Chat,qwen,gen_2,00002_2,p02137 special chat,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0182_p01009_Room_of_Time_and_Spirit,qwen,gen_2,00002_2,p01009 room of time and spirit,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0065_465_C._No_to_Palindromes_,qwen,gen_2,00002_2,465 c no to palindromes,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0098_p00642_Ben_Toh,qwen,gen_2,00002_2,p00642 ben toh,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0230_480_B._Long_Jumps,qwen,gen_2,00002_2,480 b long jumps,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0111_1025_D._Recovering_BST,qwen,gen_2,00002_2,1025 d recovering bst,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0072_658_B._Bear_and_Displayed_Friends,qwen,gen_2,00002_2,658 b bear and displayed friends,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0246_979_E._Kuro_and_Topological_Parity,qwen,gen_2,00002_2,979 e kuro and topological parity,1,1,1,1,1,398,0,0,0,1,0
qwen/gen_2/00002_2/0153_673_C._Bear_and_Colors,qwen,gen_2,00002_2,673 c bear and colors,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0238_719_B._Anatoly_and_Cockroaches,qwen,gen_2,00002_2,719 b anatoly and cockroaches,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0061_348_E._Pilgrims,qwen,gen_2,00002_2,348 e pilgrims,1,1,4,1,1,398,0,0,4,0,0
qwen/gen_2/00002_2/0214_1473_G._Tiles,qwen,gen_2,00002_2,1473 g tiles,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_2/00002_2/0169_p02670_AtCoder_Grand_Contest_044_-_Joker,qwen,gen_2,00002_2,p02670 atcoder grand contest 044 joker,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_2/00002_2/0100_p00918_Dragon_s_Cruller,qwen,gen_2,00002_2,p00918 dragon s cruller,1,1,4,1,2,398|457,0,2,2,0,0
qwen/gen_2/00002_2/0064_443_B._Kolya_and_Tandem_Repeat,qwen,gen_2,00002_2,443 b kolya and tandem repeat,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_2/00002_2/0088_p02838_AtCoder_Beginner_Contest_147_-_Xor_Sum_4,qwen,gen_2,00002_2,p02838 atcoder beginner contest 147 xor sum 4,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0104_p01488_TransferTrain,qwen,gen_2,00002_2,p01488 transfertrain,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0112_1045_F._Shady_Lady,qwen,gen_2,00002_2,1045 f shady lady,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_2/00002_2/0020_p00698_Missing_Numbers,qwen,gen_2,00002_2,p00698 missing numbers,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0032_1008_D._Pave_the_Parallelepiped,qwen,gen_2,00002_2,1008 d pave the parallelepiped,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0124_1323_F._Reality_Show,qwen,gen_2,00002_2,1323 f reality show,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_2/00002_2/0068_538_B._Quasi_Binary,qwen,gen_2,00002_2,538 b quasi binary,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0158_787_C._Berzerk,qwen,gen_2,00002_2,787 c berzerk,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0205_1256_C._Platforms_Jumping,qwen,gen_2,00002_2,1256 c platforms jumping,1,1,3,1,2,398|570,0,0,3,0,0
qwen/gen_2/00002_2/0011_p03172_Educational_DP_Contest_-_Candies,qwen,gen_2,00002_2,p03172 educational dp contest candies,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0215_149_B._Martian_Clock,qwen,gen_2,00002_2,149 b martian clock,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0113_1068_F._Knights,qwen,gen_2,00002_2,1068 f knights,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0106_p01935_Protect_from_the_enemy_attack,qwen,gen_2,00002_2,p01935 protect from the enemy attack,1,1,4,1,2,398|563,0,0,4,0,0
qwen/gen_2/00002_2/0053_1508_C._Complete_the_MST,qwen,gen_2,00002_2,1508 c complete the mst,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0085_985_E._Pencils_and_Boxes,qwen,gen_2,00002_2,985 e pencils and boxes,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0133_155_C._Hometask,qwen,gen_2,00002_2,155 c hometask,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0051_1458_B._Glass_Half_Spilled,qwen,gen_2,00002_2,1458 b glass half spilled,1,1,7,1,3,398|563|570,0,0,7,0,0
qwen/gen_2/00002_2/0141_365_A._Good_Number,qwen,gen_2,00002_2,365 a good number,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0121_1256_E._Yet_Another_Division_Into_Teams,qwen,gen_2,00002_2,1256 e yet another division into teams,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0243_853_D._Michael_and_Charging_Stations,qwen,gen_2,00002_2,853 d michael and charging stations,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0101_p01051_Squid_Ink,qwen,gen_2,00002_2,p01051 squid ink,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_2/00002_2/0145_459_E._Pashmak_and_Graph,qwen,gen_2,00002_2,459 e pashmak and graph,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_2/00002_2/0190_p02176_Shortest_Crypt,qwen,gen_2,00002_2,p02176 shortest crypt,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0222_293_D._Ksusha_and_Square,qwen,gen_2,00002_2,293 d ksusha and square,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_2/00002_2/0208_1323_D._Present,qwen,gen_2,00002_2,1323 d present,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0154_698_D._Limak_and_Shooting_Points,qwen,gen_2,00002_2,698 d limak and shooting points,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0019_p00534_Silk_Road,qwen,gen_2,00002_2,p00534 silk road,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0049_1416_D._Graph_and_Queries,qwen,gen_2,00002_2,1416 d graph and queries,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0212_1427_B._Chess_Cheater,qwen,gen_2,00002_2,1427 b chess cheater,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0149_554_E._Love_Triangles,qwen,gen_2,00002_2,554 e love triangles,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0035_1076_B._Divisor_Subtraction,qwen,gen_2,00002_2,1076 b divisor subtraction,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0223_317_B._Ants,qwen,gen_2,00002_2,317 b ants,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0022_p01103_A_Garden_with_Ponds,qwen,gen_2,00002_2,p01103 a garden with ponds,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0086_p02578_AtCoder_Beginner_Contest_176_-_Step,qwen,gen_2,00002_2,p02578 atcoder beginner contest 176 step,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0090_p03414_AtCoder_Regular_Contest_092_-_Two_Faced_Edges,qwen,gen_2,00002_2,p03414 atcoder regular contest 092 two faced edges,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0117_117_B._Very_Interesting_Game,qwen,gen_2,00002_2,117 b very interesting game,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0096_p00264_East_Wind,qwen,gen_2,00002_2,p00264 east wind,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0134_177_D1._Encrypting_Messages,qwen,gen_2,00002_2,177 d1 encrypting messages,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0162_878_D._Magic_Breeding,qwen,gen_2,00002_2,878 d magic breeding,1,1,4,1,1,563,0,0,4,0,0
qwen/gen_2/00002_2/0119_1215_B._The_Number_of_Products,qwen,gen_2,00002_2,1215 b the number of products,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0219_221_C._Little_Elephant_and_Problem,qwen,gen_2,00002_2,221 c little elephant and problem,1,1,1,1,1,570,0,0,1,0,0
qwen/gen_2/00002_2/0188_p01896_Folding_Paper,qwen,gen_2,00002_2,p01896 folding paper,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_2/00002_2/0078_794_C._Naming_Company,qwen,gen_2,00002_2,794 c naming company,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0231_505_B._Mr._Kitayuta_s_Colorful_Graph,qwen,gen_2,00002_2,505 b mr kitayuta s colorful graph,1,1,9,1,2,398|563,0,0,9,0,0
qwen/gen_2/00002_2/0037_1144_F._Graph_Without_Long_Directed_Paths,qwen,gen_2,00002_2,1144 f graph without long directed paths,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_2/00002_2/0067_513_A._Game,qwen,gen_2,00002_2,513 a game,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0161_854_A._Fraction,qwen,gen_2,00002_2,854 a fraction,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0229_459_C._Pashmak_and_Buses,qwen,gen_2,00002_2,459 c pashmak and buses,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0024_p01402_Anipero,qwen,gen_2,00002_2,p01402 anipero,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0251_p02933_AtCoder_Beginner_Contest_138_-_Red_or_Not,qwen,gen_2,00002_2,p02933 atcoder beginner contest 138 red or not,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0146_480_D._Parcels,qwen,gen_2,00002_2,480 d parcels,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0132_1523_D._Love-Hate,qwen,gen_2,00002_2,1523 d love hate,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_2/00002_2/0156_740_B._Alyona_and_flowers,qwen,gen_2,00002_2,740 b alyona and flowers,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0126_1364_E._X-OR,qwen,gen_2,00002_2,1364 e x or,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0226_388_C._Fox_and_Card_Game,qwen,gen_2,00002_2,388 c fox and card game,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_2/00002_2/0129_1450_D._Rating_Compression,qwen,gen_2,00002_2,1450 d rating compression,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0165_952_E._Cheese_Board,qwen,gen_2,00002_2,952 e cheese board,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0105_p01801_Wall_Making_Game,qwen,gen_2,00002_2,p01801 wall making game,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0237_698_B._Fix_a_Tree,qwen,gen_2,00002_2,698 b fix a tree,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0148_529_C._Rooks_and_Rectangles,qwen,gen_2,00002_2,529 c rooks and rectangles,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_2/00002_2/0187_p01756_Longest_Match,qwen,gen_2,00002_2,p01756 longest match,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0006_967_D._Resource_Distribution,qwen,gen_2,00002_2,967 d resource distribution,1,1,4,1,1,571,0,0,4,0,0
qwen/gen_2/00002_2/0234_602_A._Two_Bases,qwen,gen_2,00002_2,602 a two bases,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0203_1214_H._Tiles_Placement,qwen,gen_2,00002_2,1214 h tiles placement,1,1,2,1,1,398,0,0,2,0,0
qwen/gen_2/00002_2/0010_p03031_AtCoder_Beginner_Contest_128_-_Switches,qwen,gen_2,00002_2,p03031 atcoder beginner contest 128 switches,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0185_p01450_My_friends_are_small,qwen,gen_2,00002_2,p01450 my friends are small,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0256_p04004_AtCoder_Regular_Contest_061_-_Card_Game_for_Three,qwen,gen_2,00002_2,p04004 atcoder regular contest 061 card game for three,1,1,3,1,2,563|570,0,0,3,0,0
qwen/gen_2/00002_2/0025_p01556_ConvexCut,qwen,gen_2,00002_2,p01556 convexcut,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0009_p02896_AtCoder_Grand_Contest_039_-_Min_Product_Sum,qwen,gen_2,00002_2,p02896 atcoder grand contest 039 min product sum,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0221_270_B._Multithreading,qwen,gen_2,00002_2,270 b multithreading,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0005_940_A._Points_on_the_line,qwen,gen_2,00002_2,940 a points on the line,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0059_300_A._Array,qwen,gen_2,00002_2,300 a array,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0110_1000_C._Covered_Points_Count,qwen,gen_2,00002_2,1000 c covered points count,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0138_294_A._Shaass_and_Oskols,qwen,gen_2,00002_2,294 a shaass and oskols,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0155_719_E._Sasha_and_Array,qwen,gen_2,00002_2,719 e sasha and array,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0003_896_E._Welcome_home__Chtholly,qwen,gen_2,00002_2,896 e welcome home chtholly,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0160_833_C._Ever-Hungry_Krakozyabra,qwen,gen_2,00002_2,833 c ever hungry krakozyabra,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0183_p01141_Lifeguard_in_the_Pool,qwen,gen_2,00002_2,p01141 lifeguard in the pool,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0201_1179_E._Alesya_and_Discrete_Math,qwen,gen_2,00002_2,1179 e alesya and discrete math,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0195_1045_D._Interstellar_battle,qwen,gen_2,00002_2,1045 d interstellar battle,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0233_580_B._Kefa_and_Company,qwen,gen_2,00002_2,580 b kefa and company,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0043_1264_D2._Beautiful_Bracket_Sequence__hard_version_,qwen,gen_2,00002_2,1264 d2 beautiful bracket sequence hard version,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0163_902_A._Visiting_a_Friend,qwen,gen_2,00002_2,902 a visiting a friend,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0150_580_D._Kefa_and_Dishes,qwen,gen_2,00002_2,580 d kefa and dishes,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0039_1184_D1._Parallel_Universes__Easy_,qwen,gen_2,00002_2,1184 d1 parallel universes easy,1,1,1,1,1,571,0,0,1,0,0
qwen/gen_2/00002_2/0254_p03519_CODE_FESTIVAL_2017_Elimination_Tournament_Round_1__Parallel__-_Paired_Parentheses,qwen,gen_2,00002_2,p03519 code festival 2017 elimination tournament round 1 parallel paired parentheses,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0193_1000_A._Codehorses_T-shirts,qwen,gen_2,00002_2,1000 a codehorses t shirts,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0123_12_D._Ball,qwen,gen_2,00002_2,12 d ball,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0044_1286_A._Garland,qwen,gen_2,00002_2,1286 a garland,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0115_110_B._Lucky_String,qwen,gen_2,00002_2,110 b lucky string,1,1,2,1,2,398|570,0,0,2,0,0
qwen/gen_2/00002_2/0109_p02369_Cycle_Detection_for_a_Directed_Graph,qwen,gen_2,00002_2,p02369 cycle detection for a directed graph,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0062_372_A._Counting_Kangaroos_is_Fun,qwen,gen_2,00002_2,372 a counting kangaroos is fun,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0099_p00786_BUT_We_Need_a_Diagram,qwen,gen_2,00002_2,p00786 but we need a diagram,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0206_127_C._Hot_Bath,qwen,gen_2,00002_2,127 c hot bath,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0242_808_E._Selling_Souvenirs,qwen,gen_2,00002_2,808 e selling souvenirs,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0250_p02797_Keyence_Programming_Contest_2020_-_Subarray_Sum,qwen,gen_2,00002_2,p02797 keyence programming contest 2020 subarray sum,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0142_388_E._Fox_and_Meteor_Shower,qwen,gen_2,00002_2,388 e fox and meteor shower,1,1,5,1,1,563,0,0,5,0,0
qwen/gen_2/00002_2/0071_630_E._A_rectangle,qwen,gen_2,00002_2,630 e a rectangle,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0135_198_D._Cube_Snake,qwen,gen_2,00002_2,198 d cube snake,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0192_p02464_Set_Intersection,qwen,gen_2,00002_2,p02464 set intersection,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0249_p02668_NOMURA_Programming_Competition_2020_-_Sorting_Game,qwen,gen_2,00002_2,p02668 nomura programming competition 2020 sorting game,1,1,1,1,1,570,0,0,1,0,0
qwen/gen_2/00002_2/0058_278_B._New_Problem,qwen,gen_2,00002_2,278 b new problem,1,1,3,1,2,398|563,0,0,3,0,0
qwen/gen_2/00002_2/0015_p03963_AtCoder_Beginner_Contest_046_-_Painting_Balls_with_AtCoDeer,qwen,gen_2,00002_2,p03963 atcoder beginner contest 046 painting balls with atcodeer,1,1,1,1,1,197,0,0,1,0,0
qwen/gen_2/00002_2/0172_p03214_Dwango_Programming_Contest_V_-_Thumbnail,qwen,gen_2,00002_2,p03214 dwango programming contest v thumbnail,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0040_1203_A._Circle_of_Students,qwen,gen_2,00002_2,1203 a circle of students,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0107_p02074_N-by-M_grid_calculation,qwen,gen_2,00002_2,p02074 n by m grid calculation,1,1,2,1,1,563,0,0,2,0,0
qwen/gen_2/00002_2/0034_1054_B._Appending_Mex,qwen,gen_2,00002_2,1054 b appending mex,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0048_1392_B._Omkar_and_Infinity_Clock,qwen,gen_2,00002_2,1392 b omkar and infinity clock,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0001_848_C._Goodbye_Souvenir,qwen,gen_2,00002_2,848 c goodbye souvenir,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0056_204_D._Little_Elephant_and_Retro_Strings,qwen,gen_2,00002_2,204 d little elephant and retro strings,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_2/00002_2/0114_1090_J._Two_Prefixes,qwen,gen_2,00002_2,1090 j two prefixes,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0175_p03686_AtCoder_Regular_Contest_076_-_Exhausted_,qwen,gen_2,00002_2,p03686 atcoder regular contest 076 exhausted,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0070_587_D._Duff_in_Mafia,qwen,gen_2,00002_2,587 d duff in mafia,1,1,5,1,2,398|563,0,0,5,0,0
qwen/gen_2/00002_2/0089_p03258_AtCoder_Grand_Contest_027_-_ABBreviate,qwen,gen_2,00002_2,p03258 atcoder grand contest 027 abbreviate,1,1,2,1,1,398,0,0,0,2,0
qwen/gen_2/00002_2/0021_p00971_Shortest_Common_Non-Subsequence,qwen,gen_2,00002_2,p00971 shortest common non subsequence,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0168_p02539_ACL_Beginner_Contest_-_Heights_and_Pairs,qwen,gen_2,00002_2,p02539 acl beginner contest heights and pairs,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0235_624_D._Array_GCD,qwen,gen_2,00002_2,624 d array gcd,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_2/00002_2/0082_90_B._African_Crossword,qwen,gen_2,00002_2,90 b african crossword,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0180_p00738_Roll-A-Big-Ball,qwen,gen_2,00002_2,p00738 roll a big ball,1,1,1,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0207_12_B._Correct_Solution_,qwen,gen_2,00002_2,12 b correct solution,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0092_p03729_AtCoder_Beginner_Contest_060_-_Shiritori,qwen,gen_2,00002_2,p03729 atcoder beginner contest 060 shiritori,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0174_p03521_CODE_FESTIVAL_2017_Exhibition__Parallel__-_Awkward,qwen,gen_2,00002_2,p03521 code festival 2017 exhibition parallel awkward,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0030_p02278_Minimum_Cost_Sort,qwen,gen_2,00002_2,p02278 minimum cost sort,1,1,1,1,1,398,0,0,1,0,0
qwen/gen_2/00002_2/0211_1406_A._Subset_Mex,qwen,gen_2,00002_2,1406 a subset mex,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0227_409_A._The_Great_Game,qwen,gen_2,00002_2,409 a the great game,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0240_763_D._Timofey_and_a_flat_tree,qwen,gen_2,00002_2,763 d timofey and a flat tree,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0102_p01183_Tetrahedra,qwen,gen_2,00002_2,p01183 tetrahedra,1,1,2,1,2,398|571,0,0,2,0,0
qwen/gen_2/00002_2/0008_p02761_AtCoder_Beginner_Contest_157_-_Guess_The_Number,qwen,gen_2,00002_2,p02761 atcoder beginner contest 157 guess the number,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0186_p01600_Tree_Construction,qwen,gen_2,00002_2,p01600 tree construction,1,1,0,0,0,,0,0,0,0,0
qwen/gen_2/00002_2/0177_p04006_AtCoder_Grand_Contest_004_-_Colorful_Slimes,qwen,gen_2,00002_2,p04006 atcoder grand contest 004 colorful slimes,1,1,3,1,1,398,0,0,3,0,0
qwen/gen_2/00002_2/0197_1090_C._New_Year_Presents,qwen,gen_2,00002_2,1090 c new year presents,1,1,6,1,2,398|786,0,1,5,0,0
